省（区、市）,市（区）,县,项目名称,所属基地,项目类型,项目阶段,核准容量（MW）,核准日期（年/月/日）,开工日期（年/月/日）,累计吊装容量（MW）,首次并网日期（年/月/日）,全部并网日期（年/月/日）,并网容量（MW）,项目公司,所属集团,备注,并网年份
辽宁省,阜新市,阜新蒙古族自治县,阜蒙县十家子10MW分散式风电项目,,陆上分散式,在建,10,2017/12/28,2019/4/1,,,,,阜新招联绿昌风力发电有限公司,其它投资企业,,2019
辽宁省,阜新市,阜新蒙古族自治县,阜蒙县太兰10MW分散式风电项目,,陆上分散式,在建,10,2017/12/28,2019/4/1,,,,,阜新市绿色丝路售电有限公司,其它投资企业,,2019
辽宁省,阜新市,阜新蒙古族自治县,阜蒙县铜厂10MW分散式风电项目,,陆上分散式,在建,10,2017/12/28,2019/10/1,,,,,辽宁招联绿昌新能源有限公司,其它投资企业,,2019
辽宁省,阜新市,阜新蒙古族自治县,阜蒙县五龙10MW分散式风电项目,,陆上分散式,在建,10,2017/12/28,2019/10/1,,,,,辽宁招联绿昌新能源有限公司,其它投资企业,,2019
辽宁省,阜新市,阜新蒙古族自治县,阜蒙县伊吗图10MW分散式风电项目,,陆上分散式,在建,10,2017/12/28,2019/4/1,,,,,阜新招联绿昌风力发电有限公司,其它投资企业,,2019
辽宁省,阜新市,阜新蒙古族自治县,阜新巨力克风力发电项目,,陆上集中式,在建,50,2016/12/25,,,,,20,辽宁大唐国际阜新风电有限责任公司,大唐国际,,2019
辽宁省,鞍山市,台安县,歌美飒台安桑林风力发电项目,,陆上集中式,在建,48,2016/12/25,,,,,,台安桑林风力发电有限公司,,,2019
辽宁省,锦州市,黑山县,国电黑山景家风电场,,陆上集中式,在建,49.5,2016/12/30,2018/12/1,,,,,国电和风风电开发有限公司,国电电力,,2019
辽宁省,沈阳市,康平县,国电优能康平二牛所口风电场,,陆上集中式,在建,48,2012/12/30,2017/4/1,12,,,,国电优能（康平）风电有限公司,国电电力,,2019
辽宁省,沈阳市,康平县,国电优能康平小城子风电场,,陆上集中式,在建,48,2015/7/7,2017/4/1,54,,,6,国电优能（康平）风电有限公司,国电电力,,2019
辽宁省,大连市,瓦房店市,国家电投瓦房店驼山网源友好型风电场示范项目,,陆上集中式,在建,99,2018/6/28,2020/3/1,,,,,中电投东北新能源（大连）驼山风电有限公司,,,2019
辽宁省,鞍山市,海城市,海城市感王镇楼峪分散式风电场项目,,陆上分散式,在建,7,2018/10/26,2019/11/1,,,,,海城锐海新能风力发电有限公司,华锐集团,,2019
辽宁省,鞍山市,海城市,海城市感王镇唐王分散式风电场项目,,陆上分散式,在建,11.5,2018/10/26,2019/11/1,,,,,海城锐海新能风力发电有限公司,华锐集团,,2019
辽宁省,鞍山市,海城市,海城市耿庄镇三通河7.5MW分散式风电场项目,,陆上分散式,在建,7.5,2018/12/21,2020/3/1,,,,,海城锐海新能风力发电有限公司,华锐集团,,2019
辽宁省,鞍山市,海城市,海城市耿庄镇薛家11.5MW分散式风电场项目,,陆上分散式,在建,11.5,2018/12/21,2020/3/1,,,,,海城锐海新能风力发电有限公司,华锐集团,,2019
辽宁省,阜新市,阜新蒙古族自治县,华能阜新金沙风力发电项目,,陆上集中式,在建,48,2016/12/30,2018/1/1,,,,,华能阜新风力发电有限责任公司,华能新能源,,2019
辽宁省,阜新市,彰武县,华能阜新台吉风力发电项目,,陆上集中式,在建,49.5,2015/4/29,2018/1/1,,,,,华能阜新风力发电有限责任公司,华能新能源,,2019
辽宁省,铁岭市,昌图县,京城新能源辽宁昌图金家风电场（48MW）工程项目,,陆上集中式,在建,48,2016/6/17,2020/5/1,,,,,京城昌图新能源有限公司,其它投资企业,,2019
辽宁省,铁岭市,昌图县,辽宁华电昌图长发风力发电项目,,陆上集中式,在建,49.5,2016/12/29,,,,,,华电福新能源股份有限公司（昌图风电场）,,,2019
辽宁省,铁岭市,调兵山市,辽宁华宇调兵山晓南风电项目,,陆上分散式,在建,3,2019/6/28,2019/12/1,,,,,辽宁嘉合熙电力新能源发展有限公司,,,2019
辽宁省,朝阳市,建平县,辽宁聚鑫建平北塔子50MW风电项目,,陆上集中式,在建,50,2016/12/22,2020/4/1,,,,,辽宁聚鑫风力发电有限公司,协鑫,,2019
辽宁省,铁岭市,昌图县,辽宁盛基昌图八面城风电场,,陆上集中式,在建,49.45,2014/12/22,2019/1/1,1.5,,,,辽宁盛基投资管理有限公司,其它投资企业,,2019
辽宁省,铁岭市,昌图县,辽宁盛基昌图大洼风电场,,陆上集中式,在建,49.5,2013/7/9,2019/1/1,18,,,,辽宁盛基投资管理有限公司,其它投资企业,,2019
辽宁省,阜新市,彰武县,龙源彰武鸡冠山风电项目,,陆上集中式,在建,48.4,2016/12/29,2019/5/26,,,,,龙源阜新风力发电有限公司,国电龙源,,2019
辽宁省,大连市,普兰店市,普兰店区乐甲街道网源友好型风电场示范项目,,陆上集中式,在建,100,2018/8/17,2020/1/1,,,,,大连东方国顺能源科技有限公司,其它投资企业,,2019
辽宁省,朝阳市,建平县,三棱山,,陆上集中式,在建,48,2013/7/17,2019/7/1,,,,46,大唐（建平）新能源有限公司,大唐新能源,,2019
辽宁省,大连市,庄河市,三峡新能源大连市庄河III（300MW）海上风电场项目　,,海上风电,在建,300,2016/12/18,2017/10/25,,2019/1/18,,244.3,三峡新能源大连发电有限公司　,三峡,,
辽宁省,阜新市,彰武县,沈阳金山阜新娘及营子风力发电项目,,陆上集中式,在建,48,2014/12/31,2018/1/1,,,,,阜新华电新能源发电有限公司,,,2019
辽宁省,阜新市,阜新蒙古族自治县,沈阳金山阜新双山子风力发电项目,,陆上集中式,在建,48,2015/12/31,2018/1/1,,,,,阜新华电新能源发电有限公司,,,2019
辽宁省,锦州市,黑山县,水泉风电场,,陆上集中式,在建,49.5,2014/12/21,2017/12/1,,,,,国电和风风电开发有限公司,国电电力,,2019
辽宁省,鞍山市,台安县,台安恒风新能源有限公司台安洪家分散式风力发电新建工程项目,,陆上分散式,在建,5,2017/12/15,2020/3/1,,,,,台安恒风新能源有限公司,其它投资企业,,2019
辽宁省,鞍山市,台安县,台安鸿风新能源有限公司台安桑林分散式风力发电新建工程项目,,陆上分散式,在建,5,2017/12/15,2017/12/1,,,,,台安鸿风新能源有限公司,其它投资企业,,2019
辽宁省,鞍山市,台安县,台安鑫风新能源有限公司台安桑林分散式风力发电新建工程项目,,陆上分散式,在建,5,2017/12/15,2017/12/1,,,,,台安鑫风新能源有限公司,其它投资企业,,2019
辽宁省,鞍山市,台安县,台安永风新能源有限公司台安洪家分散式风力发电新建工程项目,,陆上分散式,在建,5,2017/12/15,2020/3/1,,,,,台安永风新能源有限公司,其它投资企业,,2019
辽宁省,葫芦岛市,南票区,岳家屯风电场新建工程,,陆上集中式,在建,48,2016/11/30,2018/10/1,,,,,葫芦岛全方新能源风电有限公司,三峡新能源,,2019
辽宁省,大连市,庄河市,中船重工大连市庄河海域海上风电场址II（300MW）项目　,,海上风电,在建,300,2017/12/28,2018/11/1,,,,,大连船舶海装新能源有限公司　,华能,,2019
辽宁省,朝阳市,建平县,中电投东北新能源朝阳风电有限公司建平新富49.5MW风电项目,,陆上集中式,在建,49.5,2018/12/26,2020/4/22,,,,,中电投东北新能源朝阳风电有限公司,,,2019
辽宁省,铁岭市,铁岭县,中天万和铁岭县蔡牛、阿吉5WM分散式风力发电项目,,陆上分散式,在建,5,2018/12/29,2019/9/1,5,,,,中天万和（铁岭）新能源有限公司,其它投资企业,,2019
辽宁省,阜新市,彰武县,中新能源彰武王彦风电场新建工程,,陆上集中式,在建,48,2019/4/25,2020/3/30,,,,,彰武中新能源风力发电有限公司,其它投资企业,,2019
辽宁省,营口市,鲅鱼圈区,鞍钢鲅鱼圈,,陆上集中式,已并网,6,2007/1/11,2009/1/1,6,,,6,鞍钢股份鲅鱼圈钢铁分公司,其它投资企业,,2019
辽宁省,锦州市,义县,白石砬沟风电场,,陆上集中式,已并网,49.5,2014/10/31,2018/6/1,66,2011/7/20,2016/12/23,49.5,华能锦州风力发电有限公司,华能新能源,,2016
辽宁省,朝阳市,朝阳县,北京天润朝阳杨树湾风力发电项目,,陆上集中式,已并网,47.5,2014/12/31,2018/5/1,47.5,2018/11/25,2018/12/7,47.5,朝阳天润风电有限公司,天润,,2018
辽宁省,锦州市,义县,北京天润义县留龙沟风电场新建工程,,陆上集中式,已并网,49.5,2011/12/31,2013/12/1,49.5,2014/1/22,2014/2/14,49.5,义县天润风电有限公司,天润,,2014
辽宁省,锦州市,义县,北京天润义县下山口风力发电项目,,陆上集中式,已并网,49,2016/11/21,2018/5/1,50,2018/9/28,2019/1/1,49,义县天润风电有限公司,天润,,2019
辽宁省,朝阳市,北票市,北票北塔子风力发电场,,陆上集中式,已并网,49.5,2007/8/22,2008/12/1,49.5,2008/12/24,2008/12/28,49.5,中电投东北新能源发展有限公司,中电投,,2008
辽宁省,朝阳市,北票市,北票小塔子风电场,,陆上集中式,已并网,48,2011/12/27,2012/9/1,48,2012/3/27,2012/7/16,48,大唐韩电（朝阳）新能源有限公司,大唐新能源,,2012
辽宁省,铁岭市,昌图县,昌图辽能协鑫风力发电场工程,,陆上集中式,已并网,49.5,2006/5/12,2006/11/1,49.5,2006/5/30,2007/1/19,49.5,昌图辽能协鑫风力发电公司,辽宁能源,,2007
辽宁省,铁岭市,昌图县,昌图泉头风电场新建工程,,陆上集中式,已并网,49.3,2006/9/5,2007/12/1,49.3,2007/12/10,2007/12/17,49.3,铁岭龙源风力发电有限公司,国电龙源,,2007
辽宁省,铁岭市,昌图县,昌图三胜屯风电场,,陆上集中式,已并网,50,2014/5/26,2016/4/1,32.5,2019/10/25,2019/12/4,50,辽宁大唐国际昌图风电有限责任公司,大唐国际,,2019
辽宁省,铁岭市,昌图县,昌图石虎风电场新建工程,,陆上集中式,已并网,49.3,2007/10/12,2008/10/1,49.3,2008/5/26,2008/9/10,49.3,铁岭龙源风力发电有限公司,国电龙源,,2008
辽宁省,铁岭市,昌图县,昌图太阳山风电场,,陆上集中式,已并网,49.5,2008/9/1,2008/12/1,99,2008/12/1,2008/12/28,49.5,辽宁大唐国际昌图风电有限责任公司,大唐国际,,2008
辽宁省,朝阳市,建平县,朝阳市建平万家营子风电场工程项目,,陆上集中式,已并网,49.5,2011/12/30,2012/12/1,49.5,2012/8/8,2013/5/5,49.5,朝阳协合万家风力发电有限公司,辽宁能源,,2013
辽宁省,大连市,瓦房店市,大连大唐海派新能源有限公司大连驼山风电场一期工程,,陆上集中式,已并网,49.5,2009/7/31,2010/12/1,49.5,2010/12/1,2011/4/16,49.5,大连大唐海派新能源有限公司,大唐新能源,,2011
辽宁省,大连市,瓦房店市,大连大唐海派新能源有限公司东岗风电场工程,,陆上集中式,已并网,49.5,2009/12/31,2011/1/1,49.5,2011/4/19,2011/4/16,49.5,大连大唐海派新能源有限公司,大唐新能源,,2011
辽宁省,大连市,瓦房店市,大连土城子岛里电场新建工程项目,,陆上集中式,已并网,30,2007/11/9,2008/12/1,30,,2008/7/4,30,大连土城子风电有限公司,其它投资企业,,2008
辽宁省,大连市,瓦房店市,大连瓦房店东岗风电场,,陆上集中式,已并网,22.5,1993/1/8,2002/4/1,22.45,,,22.45,沈阳东方电力有限公司,其它投资企业,,2019
辽宁省,大连市,庄河市,大连瓦房店横山风电场,,陆上集中式,已并网,7.4,1993/1/1,2002/5/1,7.4,,,7.4,大连市电力发展公司,其它投资企业,,2019
辽宁省,大连市,长海县,大连长海风电场,,陆上集中式,已并网,10.2,2002/1/1,2002/7/1,10.2,,,10.2,大连市电力发展公司,其它投资企业,,2019
辽宁省,铁岭市,昌图县,大唐国际昌图三江口风力发电项目,,陆上集中式,已并网,48,2012/3/31,2013/10/1,48,2016/3/22,2016/12/1,48,辽宁大唐国际昌图风电有限责任公司,大唐国际,,2016
辽宁省,沈阳市,法库县,大唐国际法库双台子风电场（48MW）新建工程项目,,陆上集中式,已并网,48,2012/6/26,2012/12/1,4.5,2014/12/25,2014/12/25,48,辽宁大唐国际新能源有限公司法库分公司,大唐国际,,2014
辽宁省,沈阳市,法库县,大唐国际法库五龙山风电场(48MW)新建工程项目,,陆上集中式,已并网,48,2011/6/28,2015/3/1,48,2013/11/26,2013/12/4,48,辽宁大唐国际新能源有限公司法库分公司,大唐国际,,2013
辽宁省,葫芦岛市,连山区,大唐葫芦岛高桥风电场,,陆上集中式,已并网,48,,2016/6/6,48,2016/12/31,2016/12/31,48,大唐葫芦岛新能源有限公司,大唐,,2016
辽宁省,朝阳市,喀喇沁左翼蒙古族自治县,大唐喀左公营子风力发电场,,陆上集中式,已并网,48,2010/12/30,2011/3/1,48,2011/4/13,2011/4/20,48,大唐（朝阳）新能源有限公司,大唐新能源,,2011
辽宁省,朝阳市,喀喇沁左翼蒙古族自治县,大唐喀左双庙风力发电场,,陆上集中式,已并网,49.5,2011/4/11,2011/4/1,49.5,2011/5/13,2011/9/30,49.5,大唐（朝阳）新能源有限公司,大唐新能源,,2011
辽宁省,朝阳市,喀喇沁左翼蒙古族自治县,大唐喀左中三家风力发电厂,,陆上集中式,已并网,30,2009/4/28,2009/12/1,30,2011/6/23,2009/12/25,30,大唐（朝阳）新能源有限公司,大唐新能源,,2009
辽宁省,铁岭市,昌图县,大唐辽宁昌图满井（八家子）风电场,,陆上集中式,已并网,49.5,2008/8/28,2009/1/1,49.5,2009/5/13,2009/8/30,49.5,辽宁大唐国际昌图风电有限责任公司,大唐国际,,2009
辽宁省,丹东市,东港市,丹东海洋红风电场,,陆上集中式,已并网,21,2000/1/6,2000/3/1,21,,,21,沈阳东方电力有限公司,其它投资企业,,2019
辽宁省,沈阳市,法库县,法库柏家沟风电场新建工程,,陆上集中式,已并网,49.5,2008/7/16,2008/12/1,49.5,2008/12/25,2008/12/21,49.5,沈阳龙源风力发电有限公司,国电龙源,,2008
辽宁省,沈阳市,法库县,法库慈恩寺风力发电,,陆上集中式,已并网,49.3,2009/7/28,2009/12/1,49.3,2011/4/8,2010/2/5,49.3,龙源沈阳风力发电有限公司,国电龙源,,2010
辽宁省,沈阳市,法库县,法库冯贝堡风电场,,陆上集中式,已并网,48,2009/9/25,2010/12/1,48,2010/10/26,2010/12/10,48,辽宁大唐国际新能源有限公司法库分公司,大唐国际,,2010
辽宁省,沈阳市,法库县,法库和平风电场新建工程,,陆上集中式,已并网,49.3,2008/2/27,2008/6/1,49.3,2008/9/26,2008/8/28,49.3,沈阳龙源风力发电有限公司,国电龙源,,2008
辽宁省,阜新市,阜新蒙古族自治县,阜蒙古力本皋风电场,,陆上集中式,已并网,49.5,2010/12/31,2012/6/1,49.5,2011/10/10,2012/3/31,49.5,阜新泰合风力发电有限公司,中国风电集团,,2012
辽宁省,阜新市,阜新蒙古族自治县,阜蒙马牛虎风电场,,陆上集中式,已并网,49.5,2010/12/10,2011/12/1,49.5,2011/10/10,2012/3/20,49.5,阜新泰合风力发电有限公司,中国风电集团,,2012
辽宁省,阜新市,彰武县,阜新申华协合曲家沟风电场,,陆上集中式,已并网,49.5,,,,,,49.5,阜新申华协合风力发电公司,,,2019
辽宁省,阜新市,阜新蒙古族自治县,阜新石金皋风电场,,陆上集中式,已并网,49.5,2009/4/14,2010/12/1,49.5,2010/12/21,2011/3/4,49.5,辽宁大唐国际阜新风电有限责任公司,大唐国际,,2011
辽宁省,阜新市,阜新蒙古族自治县,阜新四方庙风电场,,陆上集中式,已并网,50,2014/12/22,2016/10/1,50,2018/3/14,2018/4/23,50,辽宁大唐国际阜新风电有限责任公司,大唐国际,,2018
辽宁省,阜新市,阜新蒙古族自治县,阜新台喇嘛东山风电场,,陆上集中式,已并网,49.5,2010/12/31,2011/6/1,34.5,2015/12/21,2016/1/13,49.5,阜新市凯迪新能源开发有限公司,凯迪,,2016
辽宁省,朝阳市,北票市,国电北票北四家风电场,,陆上集中式,已并网,49.5,2009/10/21,2011/2/1,49.5,2010/11/4,2011/3/30,49.5,国电北票风力发电有限公司,国电集团,,2011
辽宁省,朝阳市,北票市,国电北票陶家沟风力发电项目,,陆上集中式,已并网,48,2011/12/30,2012/10/1,48,2012/8/10,2012/10/14,48,国电朝阳新能源有限公司,国电集团,,2012
辽宁省,锦州市,北镇市,国电北镇架子山风电场,,陆上集中式,已并网,49.5,2011/12/23,2012/1/1,49.5,2011/1/25,2012/4/30,49.5,国电和风风电开发有限公司北镇分公司,国电电力,,2012
辽宁省,锦州市,北镇市,国电北镇杨家店风电场,,陆上集中式,已并网,49.5,2010/11/30,2010/12/1,49.5,2011/1/25,2011/1/27,49.5,国电和风风电开发有限公司北镇分公司,国电电力,,2011
辽宁省,葫芦岛市,连山区,国电电力兴城风力发电场,,陆上集中式,已并网,49.5,2006/10/25,2007/12/1,49.5,2007/8/15,2007/11/2,49.5,国电和风风电开发有限公司兴城分公司,国电电力,,2007
辽宁省,铁岭市,调兵山市,国电和风调兵山风电场,,陆上集中式,已并网,49.5,2009/11/23,2009/12/1,49.5,2009/12/4,2009/12/31,49.5,国电和风风电开发有限公司调兵山分公司,国电电力,,2009
辽宁省,铁岭市,铁岭县,国电和风铁岭开发区台子山风力发电场,,陆上集中式,已并网,49.5,2010/12/30,2011/12/1,49.5,2011/12/3,2011/12/31,49.5,国电和风风电开发有限公司铁岭经济开发区分公司,国电电力,,2011
辽宁省,锦州市,黑山县,国电黑山芳山风电场,,陆上集中式,已并网,49.5,2009/11/25,2009/12/1,49.5,2009/12/5,2009/12/31,49.5,国电和风风电开发有限公司黑山分公司,国电电力,,2009
辽宁省,锦州市,黑山县,国电黑山塘坊风力发电项目,,陆上集中式,已并网,49.5,2013/7/9,2017/4/1,49.5,2016/11/28,2017/4/29,49.5,国电和风风电开发有限公司,国电电力,,2017
辽宁省,锦州市,黑山县,国电黑山杨屯风电场,,陆上集中式,已并网,49.5,2009/11/30,2009/12/1,49.5,2009/12/5,2009/12/31,49.5,国电和风风电开发有限公司,国电电力,,2009
辽宁省,锦州市,凌海市,国电凌海南小柳风电场,,陆上集中式,已并网,49.5,2007/4/19,2008/5/1,49.5,2008/6/23,2008/7/19,49.5,国电和风风电开发有限公司凌海分公司,国电电力,,2008
辽宁省,锦州市,凌海市,国电凌海青松风力发电场,,陆上集中式,已并网,49.5,2008/9/19,2008/12/1,48,2008/12/1,2009/1/1,48,国电电力发展股份有限公司风电开发锦州分公司,国电电力,,2009
辽宁省,锦州市,凌海市,国电凌海胜利风力发电场,,陆上集中式,已并网,49.5,2008/7/10,2008/12/1,49.5,2008/12/1,2008/12/30,42,国电电力发展股份有限公司风电开发锦州分公司,国电电力,,2008
辽宁省,葫芦岛市,兴城市,国电兴城刘台子风力发电场,,陆上集中式,已并网,49.5,2007/9/29,2007/12/1,49.5,2008/2/22,2008/4/11,31.5,国电和风风电开发有限公司兴城分公司,国电电力,,2008
辽宁省,阜新市,阜新蒙古族自治县,国华阜新玍力马风力发电项目,,陆上集中式,已并网,50,2016/12/25,2017/12/1,50,2018/1/15,2017/12/20,50,国华(阜新）风电有限公司,国华投资,,2017
辽宁省,阜新市,阜新蒙古族自治县,国华阜新太平沟风力发电项目,,陆上集中式,已并网,47.5,2013/5/27,2016/3/1,47.5,2015/9/30,2016/3/4,47.5,国华(阜新）风电有限公司,国华投资,,2016
辽宁省,铁岭市,铁岭县,华电铁岭李家屯风电场,,陆上集中式,已并网,48,2011/4/11,2011/4/1,48,2011/8/10,2012/2/1,48,华电铁岭风力发电有限公司,华电新能源,,2012
辽宁省,铁岭市,铁岭县,华电铁岭镇西堡风电场,,陆上集中式,已并网,48,2009/12/29,2010/10/1,48,2010/7/7,2010/7/12,48,华电铁岭风力发电有限公司,华电新能源,,2010
辽宁省,铁岭市,昌图县,华能昌图太平风电场新建工程,,陆上集中式,已并网,49.5,2010/12/31,2012/12/1,49.5,2011/11/1,2012/12/26,49.5,华能昌图风力发电有限公司,华能,,2012
辽宁省,阜新市,阜新蒙古族自治县,华能阜北良官营子风电场,,陆上集中式,已并网,49.5,2010/12/31,2011/1/1,49.5,2011/12/1,2011/5/31,49.5,华能阜新风力发电有限责任公司,华能新能源,,2011
辽宁省,阜新市,阜新蒙古族自治县,华能阜西扎兰山风电场,,陆上集中式,已并网,49.5,2010/12/24,2011/1/1,49.5,2011/11/1,2012/10/1,49.5,华能阜新风力发电有限责任公司,华能新能源,,2012
辽宁省,阜新市,阜新蒙古族自治县,华能阜新二期（阜北）风电场,,陆上集中式,已并网,300,2008/5/20,2008/12/1,300,2009/1/1,2009/10/10,300,华能阜新风力发电有限责任公司,华能新能源,,2009
辽宁省,阜新市,彰武县,华能阜新三期（彰北）风电场,,陆上集中式,已并网,100.5,2009/5/25,2009/12/1,100.5,2009/10/12,2010/7/1,100.5,华能阜新风力发电有限责任公司,华能新能源,,2010
辽宁省,阜新市,新邱区,华能阜新一期（高山子）风电场,,陆上集中式,已并网,100.5,2007/9/21,2007/12/1,100.5,2008/4/5,2008/10/1,100.05,华能阜新风力发电有限责任公司,华能新能源,,2008
辽宁省,阜新市,彰武县,华能阜新彰北风电场,,陆上集中式,已并网,300,2009/12/28,2009/12/1,300,2010/9/13,2011/7/1,300,华能阜新风力发电有限责任公司,华能新能源,,2011
辽宁省,营口市,盖州市,华能盖州青石岭风电场,,陆上集中式,已并网,49.5,2011/12/30,2012/1/1,49.5,2012/4/30,2013/1/1,49.5,华能盖州风力发电有限公司,华能新能源,,2013
辽宁省,锦州市,义县,华能锦州义县老龙口风电场,,陆上集中式,已并网,49.5,2011/3/31,2011/12/1,49.5,2011/10/10,2012/10/1,49.5,华能锦州风力发电有限公司,华能新能源,,2012
辽宁省,盘锦市,大洼县,华能盘锦大洼风电场,,陆上集中式,已并网,49.5,2010/4/30,2010/12/1,49.5,2010/5/1,2010/10/30,40.5,华能盘锦风力发电有限公司,华能新能源,,2010
辽宁省,盘锦市,大洼县,华能盘锦二界沟风力发电项目,,陆上集中式,已并网,49.5,2016/12/30,2020/3/1,49.5,2019/12/2,2020/3/20,49.5,华能盘锦风力发电有限公司,华能新能源,,2020
辽宁省,铁岭市,昌图县,华能铁岭大兴49.5MW风电场工程,,陆上集中式,已并网,49.5,2011/12/30,2013/12/1,49.5,2013/8/5,2013/8/14,49.5,华能铁岭大兴风力发电有限公司,华能新能源,,2013
辽宁省,铁岭市,铁岭县,华能铁岭平顶堡49.5MW风电场工程,,陆上集中式,已并网,49.5,2010/12/30,2011/1/1,49.5,2011/7/1,2011/12/5,49.5,华能铁岭风力发电有限公司,华能新能源,,2011
辽宁省,铁岭市,昌图县,华能铁岭头道114MW风电场工程,,陆上集中式,已并网,114,2014/9/15,2016/1/1,,2015/11/9,2015/12/18,114,华能铁岭大兴风力发电有限公司,华能新能源,,2015
辽宁省,大连市,瓦房店市,华能瓦房店赵屯风电场,,陆上集中式,已并网,48,2010/9/27,2010/12/1,48,2011/6/1,2010/12/27,48,华能（瓦房店）风力发电有限公司,华能,,2010
辽宁省,锦州市,义县,华能义县后尖山风力发电项目,,陆上集中式,已并网,49.5,2012/5/3,2013/6/1,49.5,2013/9/3,2013/11/1,49.5,华能锦州风力发电有限公司,华能新能源,,2013
辽宁省,营口市,鲅鱼圈区,华能营口电厂分散式风力发电项目,,陆上分散式,已并网,12.5,2018/11/7,,,,,12.5,华能国际电力股份有限公司营口电厂,,,2019
辽宁省,营口市,西市区,华能营口热电有限责任公司（厂区内）12.5MW分散式风电场风力发电项目,,陆上分散式,已并网,12.5,2017/4/17,2017/1/1,12.5,2019/6/26,2019/9/12,12.5,华能营口热电有限责任公司,华能,,2019
辽宁省,朝阳市,北票市,华润北票存珠风电场项目,,陆上集中式,已并网,49.5,2012/12/8,2013/12/1,40.5,2013/11/25,2014/1/1,49.5,华润新能源（北票）风能有限公司,华润,,2014
辽宁省,朝阳市,北票市,华润北票向阳风电项目,,陆上集中式,已并网,49.5,2011/12/23,2012/12/1,49.5,2012/12/31,2013/1/1,49.5,华润新能源（北票）风能有限公司,华润,,2013
辽宁省,朝阳市,北票市,华润北票涌泉风力发电项目,,陆上集中式,已并网,99,2014/12/31,2015/11/1,99,2015/7/20,2015/11/1,99,华润新能源（北票）风能有限公司,华润,,2015
辽宁省,阜新市,阜新蒙古族自治县,华润电力风能阜蒙怒河土风电场,,陆上集中式,已并网,49.5,2010/8/4,2011/12/1,49.5,2011/5/1,2011/7/28,49.5,华润电力风能（阜新）有限公司,华润,,2011
辽宁省,朝阳市,建平县,华润电力风能建平龙岗风电场,,陆上集中式,已并网,49.5,2010/11/30,2011/1/1,49.5,2011/7/1,2011/5/31,49.5,华润电力风能（建平）有限公司,华润,,2011
辽宁省,朝阳市,建平县,华润电力风能建平杨树岭风电场,,陆上集中式,已并网,49.5,2010/11/30,2011/2/1,49.5,2011/12/1,2011/11/30,49.5,华润电力风能（建平）有限公司,华润,,2011
辽宁省,阜新市,阜新蒙古族自治县,华润阜蒙固本风电场,,陆上集中式,已并网,49.5,2010/12/30,2011/12/1,49.5,2011/7/1,2011/7/31,49.5,华润电力风能（阜新）有限公司,华润,,2011
辽宁省,阜新市,阜新蒙古族自治县,华润阜蒙驿马池风力发电项目,,陆上集中式,已并网,49.5,2013/11/13,2014/1/1,49.5,2014/11/15,2014/12/26,49.5,华润新能源（阜新）风能有限公司,华润,,2014
辽宁省,锦州市,凌海市,华润凌海白台子风力发电项目,,陆上集中式,已并网,49.5,2012/5/24,2013/12/1,45,2013/4/6,2013/5/16,49.5,华润新能源（锦州）有限公司,华润,,2013
辽宁省,锦州市,凌海市,华润凌海双井风电场项目,,陆上集中式,已并网,49.5,2012/5/24,2013/12/1,49.5,2013/6/9,2013/7/1,49.5,华润新能源（凌海）风能有限公司,华润,,2013
辽宁省,朝阳市,北票市,华润新能源北票涌泉二期风力发电项目,,陆上集中式,已并网,49.5,2016/12/25,2019/3/1,49.5,2019/3/27,2019/3/27,49.5,华润新能源（北票）风能有限公司,华润,,2019
辽宁省,阜新市,阜新蒙古族自治县,华润新能源阜蒙吉乐土风力发电项目,,陆上集中式,已并网,48,2016/12/25,2019/4/1,48,2019/4/18,2019/4/18,48,华润新能源（阜新）风能有限公司,华润,,2019
辽宁省,锦州市,凌海市,华润新能源凌海迎东风力发电项目,,陆上集中式,已并网,49.5,2014/10/30,2015/4/1,42,2015/3/25,2015/4/9,42,华润新能源（凌海）风能有限公司,华润,,2015
辽宁省,朝阳市,建平县,建平石营子风力发电场,,陆上集中式,已并网,49.3,2009/5/21,2010/12/1,49.3,2011/7/17,2010/12/30,49.3,建平石营子风力发电有限公司,大唐新能源,,2010
辽宁省,沈阳市,康平县,金山康平华电上沙金台风力发电项目,,陆上集中式,已并网,25.5,2011/12/31,2012/12/1,25.5,2013/11/1,2014/2/14,25.5,康平华电风力发电有限公司,华电,,2014
辽宁省,阜新市,彰武县,金山彰武华电后新秋风力发电项目,,陆上集中式,已并网,25.5,2011/12/31,2012/12/1,24,2013/9/20,2014/1/1,25.5,彰武华电新能源发电有限公司,华电,,2014
辽宁省,锦州市,凌海市,锦州大兴隆山风电场一期工程,,陆上分散式,已并网,10.5,2007/7/18,2007/1/1,10.5,2014/3/17,2014/3/20,10.5,锦州金厦新能源有限公司,其它投资企业,,2014
辽宁省,锦州市,古塔区,锦州电厂风电场,,陆上集中式,已并网,3.75,1999/1/13,1999/3/1,3.75,,,3.75,锦州发电厂,锦州发电厂,,2019
辽宁省,锦州市,黑山县,锦州和兴黑山龙湾风电场项目,,陆上集中式,已并网,48,2012/6/8,2012/12/1,48,2014/2/17,2014/3/21,48,锦州和兴风力发电有限公司,其它投资企业,,2014
辽宁省,锦州市,黑山县,锦州吉隆黑山耿屯风电项目,,陆上集中式,已并网,48,2013/7/9,2012/12/1,40,2014/2/17,2014/2/22,48,锦州吉隆风力发电有限公司,其它投资企业,,2014
