FID_1,Lat,Lon,built_rati,2016power
164,22,112.1875,0.0193878,87128.4184
165,22,112.5,0.000258799,585.386102
166,22,112.8125,0.0104592,33320.77241
167,22,113.125,0.0158163,21653.09508
168,22,113.4375,0.0134576,8841.993232
172,22,120.625,0.00672878,2112.974254
173,22,120.9375,0,0
175,22.25,99.0625,0,0
176,22.25,99.375,0,0
177,22.25,99.6875,0.00586735,13164.13402
178,22.25,100,0,0
179,22.25,100.3125,0,0
180,22.25,100.625,0,0
181,22.25,100.9375,0,0
182,22.25,101.25,0,0
183,22.25,101.5625,0,0
184,22.25,106.5625,0,0
185,22.25,106.875,0.0104592,48006.15912
186,22.25,107.1875,0.0137755,79979.03701
187,22.25,107.5,0.00284679,23062.71406
188,22.25,107.8125,0.00535714,25972.76713
189,22.25,108.125,0.00465839,22561.21049
190,22.25,108.4375,0.00357143,22220.66603
191,22.25,108.75,0.00637755,35224.1605
192,22.25,109.0625,0.0124224,77473.52431
193,22.25,109.375,0.00535714,26842.30086
194,22.25,109.6875,0.0160455,47052.16276
195,22.25,110,0.0951531,389204.4585
196,22.25,110.3125,0.0442547,150709.8765
197,22.25,110.625,0.00204082,9395.257116
198,22.25,110.9375,0.0280612,143282.7728
199,22.25,111.25,0,0
200,22.25,111.5625,0,0
201,22.25,111.875,0.0235507,53889.46183
202,22.25,112.1875,0.0341837,84185.47988
203,22.25,112.5,0.0168219,92104.14162
204,22.25,112.8125,0.047449,256330.5631
205,22.25,113.125,0.0272959,117894.5324
206,22.25,113.4375,0.229037,1198363.944
207,22.25,113.75,0.00255102,81.37650229
208,22.25,114.0625,0.0856625,28074.94637
209,22.25,114.375,0.0272959,9171.972685
211,22.25,120.625,0.000776398,41.5978303
212,22.25,120.9375,0,0
213,22.5,99.375,0,0
214,22.5,99.6875,0.000779221,1268.247165
215,22.5,100,0.00737813,8714.482987
216,22.5,100.3125,0.00051948,146.869357
217,22.5,100.625,0,0
218,22.5,100.9375,0.00210804,688.9858068
219,22.5,101.25,0,0
220,22.5,101.5625,0.000527009,201.0999308
221,22.5,101.875,0.00233766,697.5349401
222,22.5,102.1875,0,0
224,22.5,102.8125,0,0
225,22.5,103.125,0,0
227,22.5,103.75,0,0
228,22.5,104.0625,0.00415584,3065.657755
229,22.5,106.5625,0.000527009,739.9290392
230,22.5,106.875,0,0
231,22.5,107.1875,0.00415584,29108.69816
232,22.5,107.5,0.0163373,130881.9536
233,22.5,107.8125,0.0106494,95315.418
234,22.5,108.125,0.0173913,112544.2675
235,22.5,108.4375,0.00571429,46330.65475
236,22.5,108.75,0.00103896,7326.640206
237,22.5,109.0625,0.00395257,22834.8208
238,22.5,109.375,0.0446753,189907.3155
239,22.5,109.6875,0.00342556,6012.414282
240,22.5,110,0.123377,528171.5331
241,22.5,110.3125,0.104875,504812.7134
242,22.5,110.625,0.00051948,861.9687224
243,22.5,110.9375,0.000779221,2219.838356
244,22.5,111.25,0,0
245,22.5,111.5625,0.00857143,12654.19252
246,22.5,111.875,0.00764163,24928.56321
247,22.5,112.1875,0.00103896,455.4150822
248,22.5,112.5,0.0231884,96673.69061
249,22.5,112.8125,0.0942857,433238.9965
250,22.5,113.125,0.331429,3698290.765
251,22.5,113.4375,0.328063,2298254.532
252,22.5,113.75,0.0646753,36002.10626
253,22.5,114.0625,0.363373,1854893.347
254,22.5,114.375,0.0345455,13661.90441
255,22.5,114.6875,0.00263505,694.7409457
256,22.5,115,0.00571429,1283.148105
257,22.5,120.3125,0.166753,559748.2995
258,22.5,120.625,0.0389987,130134.9551
260,22.75,99.375,0.001294,127.7255194
261,22.75,99.6875,0,0
262,22.75,100,0.00181159,1217.697664
263,22.75,100.3125,0.00127551,799.1840686
264,22.75,100.625,0.00153061,791.0311102
265,22.75,100.9375,0.0276915,32767.79695
266,22.75,101.25,0,0
267,22.75,101.5625,0,0
268,22.75,101.875,0.00102041,43.413721
269,22.75,102.1875,0,0
270,22.75,102.5,0,0
271,22.75,102.8125,0,0
272,22.75,103.125,0.00207039,1075.732129
273,22.75,103.4375,0,0
274,22.75,103.75,0.000258799,64.53239116
275,22.75,104.0625,0,0
276,22.75,104.375,0.000258799,122.4231873
277,22.75,104.6875,0,0
278,22.75,106.25,0,0
280,22.75,106.875,0,0
281,22.75,107.1875,0.00510204,33877.80836
282,22.75,107.5,0.00388199,19070.37079
283,22.75,107.8125,0.0280612,194792.7688
284,22.75,108.125,0.10999,787158.9436
285,22.75,108.4375,0.17449,1560960.189
286,22.75,108.75,0.0114796,72611.22223
287,22.75,109.0625,0.0165631,82921.49887
288,22.75,109.375,0.0494898,253366.6909
289,22.75,109.6875,0.0326087,121317.1205
290,22.75,110,0.157143,705376.7727
291,22.75,110.3125,0.206263,1034722.97
292,22.75,110.625,0.0178571,39073.92319
293,22.75,110.9375,0.000510204,554.2356613
294,22.75,111.25,0.00336439,4358.688178
295,22.75,111.5625,0.0377551,230287.8535
296,22.75,111.875,0.00491718,21091.34622
297,22.75,112.1875,0.0252551,67287.65162
298,22.75,112.5,0.00957557,27988.40339
299,22.75,112.8125,0.0961735,268811.8522
300,22.75,113.125,0.626786,6079543.4
301,22.75,113.4375,0.284679,2312070.958
302,22.75,113.75,0.443878,3786934.393
303,22.75,114.0625,0.578416,6670954.008
304,22.75,114.375,0.38852,3365658.235
305,22.75,114.6875,0.0483954,91383.41015
306,22.75,115,0.0132653,28357.37043
307,22.75,115.3125,0.0326531,96235.9755
308,22.75,115.625,0.0186335,27302.10467
309,22.75,115.9375,0.0278061,61650.2112
310,22.75,116.25,0.0015528,236.8605871
311,22.75,120.3125,0.32398,2060657.376
312,22.75,120.625,0.0628882,256032.1818
313,22.75,120.9375,0.00178571,265.6031572
314,22.75,121.25,0.0293367,16497.33923
317,23,99.375,0,0
318,23,99.6875,0.00841837,6915.545275
319,23,100,0.000517598,259.6362096
320,23,100.3125,0.00535714,4827.696345
321,23,100.625,0,0
322,23,100.9375,0.00750518,6611.587677
323,23,101.25,0,0
324,23,101.5625,0.0010352,62.38680367
325,23,101.875,0,0
326,23,102.1875,0.000258799,44.30641468
327,23,102.5,0.00204082,539.5274303
328,23,102.8125,0.00102041,200.5644273
329,23,103.125,0,0
330,23,103.4375,0.000510204,346.9911792
331,23,103.75,0.00284679,1081.845434
332,23,104.0625,0.00229592,4752.867104
333,23,104.375,0.010352,34825.86144
334,23,104.6875,0.00484694,4821.657755
336,23,105.625,0,0
337,23,105.9375,0,0
338,23,106.25,0,0
339,23,106.5625,0,0
340,23,106.875,0.00102041,6561.141912
341,23,107.1875,0.00510204,48951.85314
342,23,107.5,0,0
343,23,107.8125,0.00994898,64711.85202
344,23,108.125,0.0168219,101147.2746
345,23,108.4375,0.0375,140455.17
346,23,108.75,0.00510204,12468.73117
347,23,109.0625,0.0194099,77743.07806
348,23,109.375,0.0318878,125106.6334
349,23,109.6875,0.138199,917606.9139
350,23,110,0.0127551,58646.07799
351,23,110.3125,0.000258799,325.5685455
352,23,110.625,0.00178571,1754.516164
353,23,110.9375,0.044898,78445.07172
354,23,111.25,0.00284679,3953.362894
355,23,111.5625,0.000255102,306.82378
356,23,111.875,0.0261387,60694.91614
357,23,112.1875,0.0359694,89376.89821
358,23,112.5,0.129917,600188.2831
359,23,112.8125,0.284439,2023772.89
360,23,113.125,0.896429,14808455.33
361,23,113.4375,0.541408,6087537.14
362,23,113.75,0.745408,11896029.63
363,23,114.0625,0.507764,5710778.675
364,23,114.375,0.185714,1376871.989
365,23,114.6875,0.0582298,343464.1052
366,23,115,0.00433673,8602.57051
367,23,115.3125,0.0528061,263531.0995
368,23,115.625,0.0546066,302789.4715
369,23,115.9375,0.040051,259301.2581
370,23,116.25,0.0690994,322781.1043
371,23,116.5625,0.0267857,42011.71643
372,23,120,0.0113872,10961.13692
373,23,120.3125,0.351276,2390765.311
374,23,120.625,0.00983437,6644.184751
376,23,121.25,0.00280612,1232.630751
377,23.25,98.75,0,0
378,23.25,99.0625,0,0
379,23.25,99.375,0.00500659,3620.225226
380,23.25,99.6875,0.00311688,1399.833307
381,23.25,100,0.00131752,169.213479
382,23.25,100.3125,0.00233766,1558.475049
383,23.25,100.625,0,0
384,23.25,100.9375,0,0
385,23.25,101.25,0,0
386,23.25,101.5625,0.000790514,175.2019103
387,23.25,101.875,0.00181818,999.0564373
388,23.25,102.1875,0.00210804,316.8518824
389,23.25,102.5,0.00233766,1788.748106
390,23.25,102.8125,0.00051948,469.0711543
391,23.25,103.125,0.0139657,30868.21214
392,23.25,103.4375,0.0332468,239395.8857
393,23.25,103.75,0.000527009,1131.561577
394,23.25,104.0625,0.0012987,6188.051929
395,23.25,104.375,0.0231884,205844.6964
396,23.25,104.6875,0.00623377,21318.62659
397,23.25,105,0.00051948,346.8047415
398,23.25,105.3125,0,0
399,23.25,105.625,0,0
400,23.25,105.9375,0.00131752,5071.515507
401,23.25,106.25,0.00363636,35509.5354
402,23.25,106.5625,0.0137022,115095.7053
403,23.25,106.875,0,0
404,23.25,107.1875,0.00051948,5244.758002
405,23.25,107.5,0.0403162,398809.5941
406,23.25,107.8125,0.00467532,30604.07316
407,23.25,108.125,0.0513834,398354.9083
408,23.25,108.4375,0.0166234,76567.22663
409,23.25,108.75,0.0568831,234029.5422
410,23.25,109.0625,0.0361001,207650.0676
411,23.25,109.375,0.0267532,130642.2629
412,23.25,109.6875,0.0216074,68039.3744
413,23.25,110,0.021039,105893.9724
414,23.25,110.3125,0.00421607,9767.503651
415,23.25,110.625,0.00051948,778.8537666
416,23.25,110.9375,0.00805195,19600.50961
417,23.25,111.25,0.00421607,13663.55138
418,23.25,111.5625,0.00727273,25028.53484
419,23.25,111.875,0.0115942,44615.05493
420,23.25,112.1875,0.00623377,14785.73724
421,23.25,112.5,0.0197628,14464.5696
422,23.25,112.8125,0.177143,1122237.618
423,23.25,113.125,0.615065,6198745.315
424,23.25,113.4375,0.358893,1987424.701
425,23.25,113.75,0.139221,659593.4157
426,23.25,114.0625,0.0598155,214373.7694
427,23.25,114.375,0.0776623,401128.886
428,23.25,114.6875,0.00263505,7336.310426
429,23.25,115,0,0
430,23.25,115.3125,0.00051948,729.975735
431,23.25,115.625,0.00843215,18347.16862
432,23.25,115.9375,0.0355844,129306.2814
433,23.25,116.25,0.4361,2912847.854
434,23.25,116.5625,0.331948,1807158.754
435,23.25,116.875,0.0416337,32295.4551
437,23.25,119.375,0,0
439,23.25,120,0.00500659,4478.253319
440,23.25,120.3125,0.119221,711171.8873
441,23.25,120.625,0,0
443,23.25,121.25,0.00701299,2376.661776
444,23.25,121.5625,0,0
445,23.5,98.75,0.000517598,27.02637025
446,23.5,99.0625,0.0188776,10590.56381
447,23.5,99.375,0.00698758,11533.09582
448,23.5,99.6875,0.0102041,8458.815685
449,23.5,100,0.00258799,1602.345598
450,23.5,100.3125,0.00331633,1914.199057
451,23.5,100.625,0.0109694,5906.80849
452,23.5,100.9375,0,0
453,23.5,101.25,0,0
454,23.5,101.5625,0.00284679,2439.388573
455,23.5,101.875,0.0209184,17932.7653
456,23.5,102.1875,0.001294,1239.073511
457,23.5,102.5,0.00204082,3980.712063
458,23.5,102.8125,0.0193878,144210.2758
459,23.5,103.125,0.0491718,261007.5752
460,23.5,103.4375,0.0841837,1574457.982
461,23.5,103.75,0.00284679,31015.91868
462,23.5,104.0625,0.00637755,102971.9606
463,23.5,104.375,0.0274327,314141.4149
464,23.5,104.6875,0.00280612,10770.63499
465,23.5,105,0.00178571,5900.284054
466,23.5,105.3125,0,0
467,23.5,105.625,0,0
468,23.5,105.9375,0,0
469,23.5,106.25,0,0
470,23.5,106.5625,0.000776398,5607.879276
471,23.5,106.875,0,0
472,23.5,107.1875,0.0147959,113576.8609
473,23.5,107.5,0,0
474,23.5,107.8125,0.000510204,3883.887771
475,23.5,108.125,0.0015528,10410.54341
476,23.5,108.4375,0.00586735,19004.44493
477,23.5,108.75,0.0209184,146385.4152
478,23.5,109.0625,0.00465839,24172.86203
479,23.5,109.375,0.00714286,38634.73867
480,23.5,109.6875,0.0191511,79763.89007
481,23.5,110,0.0219388,41302.40062
482,23.5,110.3125,0.0227743,128899.7595
483,23.5,110.625,0.0140306,54593.53392
484,23.5,110.9375,0.00331633,2980.578765
485,23.5,111.25,0.0688406,306935.0019
486,23.5,111.5625,0.00765306,6528.884797
487,23.5,111.875,0,0
488,23.5,112.1875,0.00178571,1949.228259
489,23.5,112.5,0.00232919,3831.029585
490,23.5,112.8125,0.0484694,190456.2638
491,23.5,113.125,0.19949,1173381.977
492,23.5,113.4375,0.110248,490142.3499
493,23.5,113.75,0.0119898,29165.88691
494,23.5,114.0625,0.001294,1748.55544
495,23.5,114.375,0.0244898,86865.8655
496,23.5,114.6875,0.0173395,77146.30952
497,23.5,115,0.00229592,8229.138518
498,23.5,115.3125,0,0
499,23.5,115.625,0.00232919,7253.663304
500,23.5,115.9375,0.0691327,271949.255
501,23.5,116.25,0.386128,3352611.48
502,23.5,116.5625,0.607143,5112139.203
503,23.5,116.875,0.287526,1452644.881
504,23.5,117.1875,0.0117347,4397.258409
505,23.5,117.5,0.00102041,299.8120907
507,23.5,119.6875,0.0173469,6771.001686
508,23.5,120,0,0
509,23.5,120.3125,0.139286,917569.3679
510,23.5,120.625,0.014234,22073.73989
512,23.5,121.25,0.00229592,511.9514967
513,23.5,121.5625,0,0
514,23.75,97.5,0,0
515,23.75,97.8125,0,0
516,23.75,98.75,0,0
517,23.75,99.0625,0.00229592,500.0360852
518,23.75,99.375,0.00388199,1298.695977
519,23.75,99.6875,0.00357143,1072.74059
520,23.75,100,0.0106108,6405.697039
521,23.75,100.3125,0,0
522,23.75,100.625,0.000765306,216.6372319
523,23.75,100.9375,0.000776398,89.570993
524,23.75,101.25,0,0
525,23.75,101.5625,0,0
526,23.75,101.875,0.0163265,12014.45486
527,23.75,102.1875,0.010352,1762.490423
528,23.75,102.5,0.0211735,60088.66207
529,23.75,102.8125,0.0232143,302360.2566
530,23.75,103.125,0.0535714,522446.8285
531,23.75,103.4375,0.00153061,8834.497247
532,23.75,103.75,0.01294,358324.982
533,23.75,104.0625,0.00127551,41225.47682
534,23.75,104.375,0.00439959,80611.05881
535,23.75,104.6875,0.00153061,12164.35116
536,23.75,105,0.00280612,16624.69645
537,23.75,105.3125,0,0
538,23.75,105.625,0.00892857,27767.47725
539,23.75,105.9375,0.000517598,914.8272652
540,23.75,106.25,0,0
541,23.75,106.5625,0.00957557,45616.526
542,23.75,106.875,0.0201531,159815.0755
543,23.75,107.1875,0.00255102,14476.53327
544,23.75,107.5,0,0
545,23.75,107.8125,0.00102041,6761.686916
546,23.75,108.125,0.0209627,141997.1949
547,23.75,108.4375,0.000510204,3686.403237
548,23.75,108.75,0.0155612,99907.71241
549,23.75,109.0625,0.0349379,215074.4108
550,23.75,109.375,0.0298469,169334.1248
551,23.75,109.6875,0.00698758,27257.46616
552,23.75,110,0,0
553,23.75,110.3125,0.00414079,6176.910501
554,23.75,110.625,0.00637755,9034.984428
555,23.75,110.9375,0.00102041,84.40159019
556,23.75,111.25,0,0
557,23.75,111.5625,0.000765306,402.728595
558,23.75,111.875,0.00621118,13466.17147
559,23.75,112.1875,0.00153061,2644.594463
560,23.75,112.5,0.00750518,10055.1827
561,23.75,112.8125,0.00739796,13120.10414
562,23.75,113.125,0.0913265,343300.5602
563,23.75,113.4375,0.0178571,58657.91636
564,23.75,113.75,0,0
565,23.75,114.0625,0.0010352,745.06726
566,23.75,114.375,0.0155612,33836.01885
567,23.75,114.6875,0.0965321,419534.3661
568,23.75,115,0.00280612,2681.592813
569,23.75,115.3125,0.00816326,22871.36677
570,23.75,115.625,0.00310559,19561.06405
571,23.75,115.9375,0.00178571,3222.000571
572,23.75,116.25,0.0807453,263783.7522
573,23.75,116.5625,0.147959,588157.399
574,23.75,116.875,0.0732402,337146.847
575,23.75,117.1875,0.0877551,363125.5535
576,23.75,117.5,0.0813776,231791.1301
579,23.75,119.6875,0.00102041,33.51621186
581,23.75,120.3125,0.0706633,387536.6481
582,23.75,120.625,0.139234,672244.1269
583,23.75,120.9375,0.00331633,320.6918188
584,23.75,121.25,0,0
585,23.75,121.5625,0.00983437,7512.923149
586,24,97.5,0.00025974,10.1604362
587,24,97.8125,0.0382082,58019.32746
588,24,98.125,0.00571429,880.7662891
590,24,98.75,0,0
591,24,99.0625,0.00207792,759.859344
592,24,99.375,0.0102767,9543.402577
593,24,99.6875,0,0
594,24,100,0.0213439,19891.50171
595,24,100.3125,0,0
596,24,100.625,0.0012987,188.3444441
597,24,100.9375,0.000527009,105.663481
598,24,101.25,0.00181818,404.1117868
599,24,101.5625,0.00395257,318.7274187
600,24,101.875,0.0106494,4350.98095
601,24,102.1875,0.0202899,7608.131499
602,24,102.5,0.00493506,12266.88297
603,24,102.8125,0.0350649,94362.93849
604,24,103.125,0.00421607,20231.81932
605,24,103.4375,0.00987013,107838.6345
606,24,103.75,0,0
607,24,104.0625,0.00649351,118358.1581
608,24,104.375,0,0
609,24,104.6875,0.00051948,5254.595265
610,24,105,0.00987013,85229.91736
611,24,105.3125,0,0
612,24,105.625,0,0
613,24,105.9375,0.000527009,903.0431758
614,24,106.25,0,0
615,24,106.5625,0.0329381,149059.7658
616,24,106.875,0,0
617,24,107.1875,0,0
618,24,107.5,0,0
619,24,107.8125,0,0
620,24,108.125,0.0057971,34381.78532
621,24,108.4375,0.0012987,6736.588718
622,24,108.75,0.0038961,25214.33388
623,24,109.0625,0.000527009,2710.085653
624,24,109.375,0.00545455,34759.07624
625,24,109.6875,0.0110672,57250.0003
626,24,110,0.00441558,10391.59595
627,24,110.3125,0,0
628,24,110.625,0,0
629,24,110.9375,0,0
630,24,111.25,0,0
631,24,111.5625,0.00441558,6727.384065
632,24,111.875,0.00922266,19468.74429
633,24,112.1875,0.0296104,130328.4863
634,24,112.5,0,0
635,24,112.8125,0.0127273,38373.57314
636,24,113.125,0.00051948,1054.929387
637,24,113.4375,0.000527009,667.2075284
638,24,113.75,0.0012987,4391.270933
639,24,114.0625,0.00685112,5274.312397
640,24,114.375,0.00025974,132.5597609
641,24,114.6875,0.00184453,4969.075283
642,24,115,0.000779221,2242.669609
643,24,115.3125,0.0150649,70249.55701
644,24,115.625,0.027141,242094.9041
645,24,115.9375,0.0119481,97807.15855
646,24,116.25,0.00606061,10183.87389
647,24,116.5625,0.00363636,5337.339663
648,24,116.875,0.0160738,35420.65807
649,24,117.1875,0.0150649,29128.04064
650,24,117.5,0.067013,214417.5222
651,24,117.8125,0.0748353,198421.9514
652,24,120.3125,0.034026,66110.30121
653,24,120.625,0.347299,2126718.073
654,24,120.9375,0.0145455,7197.055873
655,24,121.25,0,0
656,24,121.5625,0.056917,50635.32371
657,24.25,97.8125,0.0173395,36096.92201
658,24.25,98.125,0.00663265,5183.681513
659,24.25,98.4375,0.00408163,2791.551757
660,24.25,98.75,0,0
661,24.25,99.0625,0.00357143,1808.68567
662,24.25,99.375,0.00414079,5014.11965
663,24.25,99.6875,0,0
664,24.25,100,0.0010352,337.944482
665,24.25,100.3125,0,0
666,24.25,100.625,0,0
667,24.25,100.9375,0.00543478,2386.34649
668,24.25,101.25,0,0
669,24.25,101.5625,0,0
670,24.25,101.875,0,0
671,24.25,102.1875,0.00336439,2038.027067
672,24.25,102.5,0.11199,396409.4911
673,24.25,102.8125,0.126786,484430.1867
674,24.25,103.125,0.0111284,36110.46392
675,24.25,103.4375,0.0155612,124845.7881
676,24.25,103.75,0.000258799,1418.81117
677,24.25,104.0625,0,0
678,24.25,104.375,0,0
679,24.25,104.6875,0,0
680,24.25,105,0,0
681,24.25,105.3125,0,0
682,24.25,105.625,0,0
683,24.25,105.9375,0,0
684,24.25,106.25,0.00127551,4032.926906
685,24.25,106.5625,0.0015528,2605.715403
686,24.25,106.875,0,0
687,24.25,107.1875,0.00127551,5089.793828
688,24.25,107.5,0,0
689,24.25,107.8125,0,0
690,24.25,108.125,0,0
691,24.25,108.4375,0.00102041,5580.789586
692,24.25,108.75,0,0
693,24.25,109.0625,0.0010352,6893.50032
694,24.25,109.375,0.211735,1491194.077
695,24.25,109.6875,0.00646998,41311.77177
696,24.25,110,0.0147959,85584.9009
697,24.25,110.3125,0,0
698,24.25,110.625,0.00535714,4243.919129
699,24.25,110.9375,0.00586735,2044.107408
700,24.25,111.25,0.00698758,16242.72544
701,24.25,111.5625,0.015051,19107.95242
702,24.25,111.875,0,0
703,24.25,112.1875,0,0
704,24.25,112.5,0.00258799,4302.399317
705,24.25,112.8125,0.00867347,32747.2168
706,24.25,113.125,0.00561224,24891.22838
707,24.25,113.4375,0.0323499,149642.8977
708,24.25,113.75,0.00663265,29511.92112
709,24.25,114.0625,0.010352,26874.40743
710,24.25,114.375,0.00586735,10477.18373
711,24.25,114.6875,0.00439959,10299.90963
712,24.25,115,0.00331633,18331.78413
713,24.25,115.3125,0.00459184,28068.69305
714,24.25,115.625,0.0287267,279860.438
715,24.25,115.9375,0.0252551,156352.7583
716,24.25,116.25,0.059265,155181.7696
717,24.25,116.5625,0.0117347,22786.60005
718,24.25,116.875,0.00517598,10368.50709
719,24.25,117.1875,0.00816326,13138.52697
720,24.25,117.5,0.0188776,32271.10524
721,24.25,117.8125,0.0639234,287447.7375
722,24.25,118.125,0.0329082,36725.10102
723,24.25,120.3125,0.000255102,6.773877998
724,24.25,120.625,0.395445,2518368.25
725,24.25,120.9375,0.0170918,8566.442378
727,24.25,121.5625,0.000776398,0
728,24.25,121.875,0,0
730,24.5,97.8125,0,0
731,24.5,98.125,0.00051948,77.6476717
732,24.5,98.4375,0.0387013,70675.96188
733,24.5,98.75,0.00922266,8642.849304
734,24.5,99.0625,0.00103896,477.9143273
735,24.5,99.375,0.0137022,11690.90983
736,24.5,99.6875,0.0012987,1027.103401
737,24.5,100,0.0197628,17005.49553
738,24.5,100.3125,0.00155844,569.5674226
739,24.5,100.625,0,0
740,24.5,100.9375,0.00685112,1080.29087
741,24.5,101.25,0,0
742,24.5,101.5625,0,0
743,24.5,101.875,0,0
744,24.5,102.1875,0.0189723,26116.72681
